년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,데이터기준일자
2021-01,제주시,조천읍,건강보조식품 소매업,6,695000,24077105.296,2021-07-28
2021-01,제주시,조천읍,골프장 운영업,1649,267342900,24077105.296,2021-07-28
2021-01,제주시,조천읍,과실 및 채소 소매업,166,28734800,24077105.296,2021-07-28
2021-01,제주시,조천읍,관광 민예품 및 선물용품 소매업,439,11428700,24077105.296,2021-07-28
2021-01,제주시,조천읍,그외 기타 스포츠시설 운영업,7,895000,24077105.296,2021-07-28
2021-01,제주시,조천읍,그외 기타 종합 소매업,4747,237924190,24077105.296,2021-07-28
2021-01,제주시,조천읍,차량용 가스 충전업,457,48333210,24077105.296,2021-07-28
2021-01,제주시,조천읍,기타 수상오락 서비스업,58,2363900,24077105.296,2021-07-28
2021-01,제주시,조천읍,기타음식료품위주종합소매업,5383,163943150,24077105.296,2021-07-28
2021-01,제주시,조천읍,마사지업,4,450000,24077105.296,2021-07-28
2021-01,제주시,조천읍,비알콜 음료점업,1722,15913550,24077105.296,2021-07-28
2021-01,제주시,조천읍,빵 및 과자류 소매업,4676,79604950,24077105.296,2021-07-28
2021-01,제주시,조천읍,서양식 음식점업,3689,90117306,24077105.296,2021-07-28
2021-01,제주시,조천읍,수산물 소매업,141,10361000,24077105.296,2021-07-28
2021-01,제주시,조천읍,슈퍼마켓,9535,339819380,24077105.296,2021-07-28
2021-01,제주시,조천읍,스포츠 및 레크레이션 용품 임대업,353,15229000,24077105.296,2021-07-28
2021-01,제주시,조천읍,여관업,844,76821912,24077105.296,2021-07-28
2021-01,제주시,조천읍,여행사업,32,2681500,24077105.296,2021-07-28
2021-01,제주시,조천읍,욕탕업,140,2949000,24077105.296,2021-07-28
2021-01,제주시,조천읍,육류 소매업,596,69223914,24077105.296,2021-07-28
2021-01,제주시,조천읍,일식 음식점업,651,52071500,24077105.296,2021-07-28
2021-01,제주시,조천읍,전시 및 행사 대행업,940,25641200,24077105.296,2021-07-28
2021-01,제주시,조천읍,기타 외국식 음식점업,272,7189000,24077105.296,2021-07-28
2021-01,제주시,한경면,슈퍼마켓,3418,92011420,8474217.763,2021-07-28
2021-01,제주시,한경면,스포츠 및 레크레이션 용품 임대업,38,1163000,8474217.763,2021-07-28
2021-01,제주시,한경면,여관업,34,5190400,8474217.763,2021-07-28
2021-01,제주시,한림읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",1475,28408850,22964423.68,2021-07-28
2021-01,제주시,한림읍,한식 음식점업,19111,795062742,22964423.68,2021-07-28
2021-01,제주시,한림읍,화장품 및 방향제 소매업,211,8282380,22964423.68,2021-07-28
2021-01,제주시,한림읍,휴양콘도 운영업,14,1347740,22964423.68,2021-07-28
2021-01,제주시,화북동,건강보조식품 소매업,93,17743106,27647708.672,2021-07-28
2021-01,제주시,화북동,과실 및 채소 소매업,548,33508800,27647708.672,2021-07-28
2021-01,제주시,화북동,관광 민예품 및 선물용품 소매업,31,3019900,27647708.672,2021-07-28
2021-01,제주시,화북동,그외 기타 종합 소매업,8,14950000,27647708.672,2021-07-28
2021-01,제주시,화북동,기타 대형 종합 소매업,8336,373771710,27647708.672,2021-07-28
2021-01,제주시,화북동,기타 외국식 음식점업,930,22461600,27647708.672,2021-07-28
2021-01,제주시,화북동,기타음식료품위주종합소매업,2,206400,27647708.672,2021-07-28
2021-01,제주시,화북동,비알콜 음료점업,1953,19192900,27647708.672,2021-07-28
2021-01,제주시,화북동,빵 및 과자류 소매업,2923,40181966,27647708.672,2021-07-28
2021-01,제주시,화북동,서양식 음식점업,1257,23357400,27647708.672,2021-07-28
2021-01,제주시,한림읍,체인화 편의점,22226,268142420,22964423.68,2021-07-28
2021-01,제주시,화북동,수산물 소매업,200,15830100,27647708.672,2021-07-28
2021-01,제주시,화북동,스포츠 및 레크레이션 용품 임대업,168,20593300,27647708.672,2021-07-28
2021-01,제주시,화북동,여행사업,1,385000,27647708.672,2021-07-28
2021-01,제주시,화북동,욕탕업,170,1932500,27647708.672,2021-07-28
2021-01,제주시,화북동,육류 소매업,1721,134885115,27647708.672,2021-07-28
2021-01,제주시,화북동,일식 음식점업,147,9551500,27647708.672,2021-07-28
2021-01,제주시,화북동,전시 및 행사 대행업,9,114500,27647708.672,2021-07-28
2021-01,제주시,화북동,중식 음식점업,765,20776070,27647708.672,2021-07-28
2021-01,제주시,화북동,차량용 가스 충전업,1121,55775308,27647708.672,2021-07-28
2021-01,제주시,화북동,차량용 주유소 운영업,8171,511586490,27647708.672,2021-07-28
2021-01,제주시,화북동,체인화 편의점,16939,170738740,27647708.672,2021-07-28
2021-01,제주시,화북동,"피자, 햄버거, 샌드위치 및 유사 음식점업",2062,40123450,27647708.672,2021-07-28
2021-01,제주시,화북동,한식 음식점업,11374,393872700,27647708.672,2021-07-28
2021-01,제주시,봉개동,빵 및 과자류 소매업,422,4421200,6012472.607999999,2021-07-28
2021-01,제주시,화북동,화장품 및 방향제 소매업,149,17002330,27647708.672,2021-07-28
2021-01,제주시,화북동,슈퍼마켓,15179,553056480,27647708.672,2021-07-28
2021-01,제주시,한림읍,차량용 주유소 운영업,6611,455154969,22964423.68,2021-07-28
2021-01,제주시,한림읍,차량용 가스 충전업,582,55767240,22964423.68,2021-07-28
2021-01,제주시,한림읍,중식 음식점업,2067,65246500,22964423.68,2021-07-28
2021-01,제주시,한경면,육류 소매업,14,6374880,8474217.763,2021-07-28
2021-01,제주시,한경면,일식 음식점업,387,20049700,8474217.763,2021-07-28
2021-01,제주시,한경면,전시 및 행사 대행업,190,6923800,8474217.763,2021-07-28
2021-01,제주시,한경면,중식 음식점업,774,20118000,8474217.763,2021-07-28
2021-01,제주시,한경면,차량용 가스 충전업,147,12862260,8474217.763,2021-07-28
2021-01,제주시,한경면,차량용 주유소 운영업,2138,216429290,8474217.763,2021-07-28
2021-01,제주시,한경면,체인화 편의점,5657,63746060,8474217.763,2021-07-28
2021-01,제주시,한경면,"피자, 햄버거, 샌드위치 및 유사 음식점업",173,4548000,8474217.763,2021-07-28
2021-01,제주시,한경면,한식 음식점업,5768,222338800,8474217.763,2021-07-28
2021-01,제주시,한경면,화장품 및 방향제 소매업,5,290000,8474217.763,2021-07-28
2021-01,제주시,한경면,휴양콘도 운영업,8,794000,8474217.763,2021-07-28
2021-01,제주시,한림읍,건강보조식품 소매업,26,2590900,22964423.68,2021-07-28
2021-01,제주시,한림읍,골프장 운영업,920,273274638,22964423.68,2021-07-28
2021-01,제주시,한림읍,과실 및 채소 소매업,426,35946800,22964423.68,2021-07-28
2021-01,제주시,한림읍,관광 민예품 및 선물용품 소매업,245,4850950,22964423.68,2021-07-28
2021-01,제주시,한림읍,그외 기타 종합 소매업,8407,553245960,22964423.68,2021-07-28
2021-01,제주시,한림읍,기타 외국식 음식점업,549,20456500,22964423.68,2021-07-28
2021-01,제주시,한림읍,전시 및 행사 대행업,477,13024500,22964423.68,2021-07-28
2021-01,제주시,한림읍,일식 음식점업,944,60738100,22964423.68,2021-07-28
2021-01,제주시,한림읍,일반유흥 주점업,5,3380000,22964423.68,2021-07-28
2021-01,제주시,한림읍,육류 소매업,636,56824450,22964423.68,2021-07-28
2021-01,제주시,한림읍,욕탕업,56,578000,22964423.68,2021-07-28
2021-01,제주시,한림읍,여관업,857,67535229,22964423.68,2021-07-28
2021-01,제주시,일도2동,욕탕업,47,361500,30379415.879,2021-07-28
2021-01,제주시,한림읍,스포츠 및 레크레이션 용품 임대업,220,24166100,22964423.68,2021-07-28
2021-01,제주시,한림읍,수산물 소매업,753,151333690,22964423.68,2021-07-28
2021-01,제주시,한림읍,서양식 음식점업,5885,120926503,22964423.68,2021-07-28
2021-01,제주시,한림읍,빵 및 과자류 소매업,2683,44432230,22964423.68,2021-07-28
2021-01,제주시,한림읍,비알콜 음료점업,1013,11744470,22964423.68,2021-07-28
2021-01,제주시,한림읍,내항 여객 운송업,297,6477500,22964423.68,2021-07-28
2021-01,제주시,한림읍,기타음식료품위주종합소매업,35,2996840,22964423.68,2021-07-28
2021-01,제주시,한림읍,슈퍼마켓,10087,383712437,22964423.68,2021-07-28
2021-01,제주시,일도2동,여행사업,7,11869100,30379415.879,2021-07-28
2021-01,제주시,일도2동,여관업,112,11410600,30379415.879,2021-07-28
2021-01,제주시,일도2동,스포츠 및 레크레이션 용품 임대업,492,31325300,30379415.879,2021-07-28
2021-01,제주시,이도1동,슈퍼마켓,7244,161831570,13138279.995,2021-07-28
2021-01,제주시,이도1동,스포츠 및 레크레이션 용품 임대업,162,23659600,13138279.995,2021-07-28
2021-01,제주시,이도1동,여관업,203,6511000,13138279.995,2021-07-28
2021-01,제주시,이도1동,육류 소매업,995,32148700,13138279.995,2021-07-28
2021-01,제주시,이도1동,일반유흥 주점업,4,1720000,13138279.995,2021-07-28
2021-01,제주시,이도1동,일식 음식점업,368,10465400,13138279.995,2021-07-28
2021-01,제주시,이도1동,전시 및 행사 대행업,7,844700,13138279.995,2021-07-28
2021-01,제주시,이도1동,중식 음식점업,741,30267500,13138279.995,2021-07-28
2021-01,제주시,이도1동,차량용 주유소 운영업,564,29963763,13138279.995,2021-07-28
2021-01,제주시,이도1동,체인화 편의점,10304,91423520,13138279.995,2021-07-28
2021-01,제주시,이도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",561,9408830,13138279.995,2021-07-28
2021-01,제주시,이도1동,한식 음식점업,6423,216344387,13138279.995,2021-07-28
2021-01,제주시,이도1동,호텔업,292,18074175,13138279.995,2021-07-28
2021-01,제주시,이도1동,화장품 및 방향제 소매업,225,18025920,13138279.995,2021-07-28
2021-01,제주시,이도1동,수산물 소매업,3536,255201650,13138279.995,2021-07-28
2021-01,제주시,이도2동,건강보조식품 소매업,128,13798250,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,관광 민예품 및 선물용품 소매업,27,6974000,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,그외 기타 스포츠시설 운영업,3,215000,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,그외 기타 종합 소매업,27,71185000,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,기타 외국식 음식점업,1256,47430330,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,기타 주점업,2,3500000,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,기타음식료품위주종합소매업,1,32200,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,마사지업,6,440000,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,비알콜 음료점업,12866,133026360,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,빵 및 과자류 소매업,9289,146814640,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,서양식 음식점업,6811,149320230,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,수산물 소매업,692,52019130,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,슈퍼마켓,54981,2991547397,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,스포츠 및 레크레이션 용품 임대업,858,104569090,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,여관업,848,74207221,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,과실 및 채소 소매업,2371,204088778,60429430.338999994,2021-07-28
2021-01,제주시,이도1동,서양식 음식점업,748,13206100,13138279.995,2021-07-28
2021-01,제주시,이도1동,빵 및 과자류 소매업,1925,36692320,13138279.995,2021-07-28
2021-01,제주시,이도1동,비알콜 음료점업,1221,12110080,13138279.995,2021-07-28
2021-01,제주시,용담2동,차량용 주유소 운영업,8246,413208055,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,체인화 편의점,25491,202865620,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",7622,78222700,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,한식 음식점업,13202,483299922,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,화장품 및 방향제 소매업,137,8361350,14309571.670999998,2021-07-28
2021-01,제주시,우도면,과실 및 채소 소매업,80,2198300,1646611.104,2021-07-28
2021-01,제주시,우도면,관광 민예품 및 선물용품 소매업,75,1182000,1646611.104,2021-07-28
2021-01,제주시,우도면,기타음식료품위주종합소매업,630,18897700,1646611.104,2021-07-28
2021-01,제주시,우도면,내항 여객 운송업,3136,90446100,1646611.104,2021-07-28
2021-01,제주시,우도면,비알콜 음료점업,184,3639920,1646611.104,2021-07-28
2021-01,제주시,우도면,빵 및 과자류 소매업,117,1972100,1646611.104,2021-07-28
2021-01,제주시,우도면,서양식 음식점업,560,8822750,1646611.104,2021-07-28
2021-01,제주시,우도면,수산물 소매업,20,2407000,1646611.104,2021-07-28
2021-01,제주시,우도면,슈퍼마켓,978,24637090,1646611.104,2021-07-28
2021-01,제주시,우도면,스포츠 및 레크레이션 용품 임대업,245,9579000,1646611.104,2021-07-28
2021-01,제주시,우도면,여관업,16,2513000,1646611.104,2021-07-28
2021-01,제주시,우도면,육류 소매업,32,2145500,1646611.104,2021-07-28
2021-01,제주시,이도1동,마사지업,3,770000,13138279.995,2021-07-28
2021-01,제주시,이도1동,기타 외국식 음식점업,70,1817200,13138279.995,2021-07-28
2021-01,제주시,이도1동,그외 기타 종합 소매업,10,21946000,13138279.995,2021-07-28
2021-01,제주시,이도1동,관광 민예품 및 선물용품 소매업,31,1487700,13138279.995,2021-07-28
2021-01,제주시,이도1동,과실 및 채소 소매업,2900,219564350,13138279.995,2021-07-28
2021-01,제주시,이도1동,건강보조식품 소매업,81,20145550,13138279.995,2021-07-28
2021-01,제주시,이도2동,여행사업,37,23926895,60429430.338999994,2021-07-28
2021-01,제주시,우도면,한식 음식점업,1586,85273100,1646611.104,2021-07-28
2021-01,제주시,우도면,체인화 편의점,841,8823530,1646611.104,2021-07-28
2021-01,제주시,우도면,차량용 주유소 운영업,217,19316160,1646611.104,2021-07-28
2021-01,제주시,우도면,차량용 가스 충전업,56,5795000,1646611.104,2021-07-28
2021-01,제주시,우도면,중식 음식점업,445,10299000,1646611.104,2021-07-28
2021-01,제주시,우도면,자동차 임대업,97,3890000,1646611.104,2021-07-28
2021-01,제주시,우도면,일식 음식점업,27,1282500,1646611.104,2021-07-28
2021-01,제주시,우도면,"피자, 햄버거, 샌드위치 및 유사 음식점업",93,897600,1646611.104,2021-07-28
2021-01,제주시,용담2동,전시 및 행사 대행업,1,30000,14309571.670999998,2021-07-28
2021-01,제주시,이도2동,욕탕업,87,1355000,60429430.338999994,2021-07-28
2021-01,제주시,이도2동,전시 및 행사 대행업,331,13561800,60429430.338999994,2021-07-28
2021-01,제주시,일도1동,비알콜 음료점업,1359,13391010,2813200.762,2021-07-28
2021-01,제주시,일도1동,빵 및 과자류 소매업,1110,28998200,2813200.762,2021-07-28
2021-01,제주시,일도1동,서양식 음식점업,1737,45528720,2813200.762,2021-07-28
2021-01,제주시,일도1동,수산물 소매업,3824,326525800,2813200.762,2021-07-28
2021-01,제주시,일도1동,슈퍼마켓,577,7757540,2813200.762,2021-07-28
2021-01,제주시,일도1동,스포츠 및 레크레이션 용품 임대업,3988,577901340,2813200.762,2021-07-28
